age,current_occupation,first_interaction,profile_completed,website_visits,time_spent_on_website,page_views_per_visit,last_activity,print_media_type1,print_media_type2,digital_media,educational_channels,referral,status
59,Professional,Mobile App,High,1,88,3.936,Website Activity,No,No,No,No,No,0
55,Professional,Website,Medium,8,2282,6.971,Email Activity,No,Yes,No,Yes,No,1
56,Professional,Website,Medium,2,672,2.026,Website Activity,No,No,Yes,No,No,1
57,Professional,Website,High,1,1,4.129,Phone Activity,No,No,No,No,No,1
24,Student,Mobile App,High,4,191,5.413,Website Activity,No,No,Yes,No,No,0
36,Professional,Website,Medium,4,70,2.146,Website Activity,No,No,No,No,No,0
24,Student,Website,Medium,3,78,2.586,Email Activity,No,No,No,Yes,No,0
43,Unemployed,Website,Medium,2,285,4.334,Email Activity,No,No,No,No,No,0
33,Unemployed,Mobile App,Medium,4,512,3.598,Email Activity,No,No,Yes,No,No,0
59,Unemployed,Website,Medium,5,675,2.152,Phone Activity,No,No,Yes,No,No,0
60,Unemployed,Mobile App,Medium,11,1092,2.21,Website Activity,No,No,No,No,No,0
56,Professional,Website,High,1,86,2.075,Email Activity,No,No,No,No,No,1
57,Professional,Mobile App,High,2,307,0.171,Phone Activity,No,No,No,No,No,0
33,Professional,Mobile App,High,2,96,5.032,Email Activity,No,No,No,Yes,No,0
57,Unemployed,Mobile App,High,2,643,4.313,Email Activity,No,No,No,No,No,0
29,Professional,Website,High,2,407,3.571,Website Activity,No,No,No,No,No,0
59,Professional,Website,Medium,5,64,2.193,Email Activity,No,No,No,No,No,0
28,Professional,Website,High,6,2264,5.445,Website Activity,No,No,No,Yes,No,1
32,Unemployed,Mobile App,Medium,2,99,7.061,Website Activity,No,No,No,No,No,0
59,Professional,Mobile App,High,6,89,3.096,Email Activity,No,No,No,No,No,0
58,Professional,Mobile App,Medium,2,530,4.262,Website Activity,No,No,No,No,No,0
63,Unemployed,Website,Medium,3,293,2.259,Website Activity,No,No,No,No,No,0
32,Unemployed,Mobile App,High,2,1064,2.252,Phone Activity,No,No,No,Yes,No,1
19,Student,Mobile App,High,2,99,2.02,Email Activity,No,No,No,No,No,0
60,Unemployed,Mobile App,Medium,2,1041,6.262,Website Activity,No,No,No,No,No,1
56,Professional,Website,High,2,2051,0.094,Phone Activity,Yes,No,Yes,No,No,1
56,Professional,Mobile App,Medium,4,1563,2.073,Email Activity,No,No,No,No,No,0
53,Unemployed,Website,High,2,338,2.059,Website Activity,No,No,No,No,No,0
31,Professional,Mobile App,High,3,210,2.223,Phone Activity,No,No,No,No,Yes,0
34,Professional,Mobile App,Medium,3,400,3.763,Email Activity,No,No,No,No,No,0
57,Professional,Website,Medium,5,379,3.376,Website Activity,No,No,No,No,No,0
24,Student,Website,Low,5,184,5.464,Website Activity,No,No,No,No,No,0
33,Professional,Website,Medium,4,563,4.316,Website Activity,Yes,No,No,No,No,1
33,Professional,Mobile App,High,3,275,3.84,Website Activity,No,No,Yes,No,No,0
49,Unemployed,Website,Medium,8,70,3.884,Email Activity,No,No,No,No,No,0
56,Professional,Website,Medium,5,245,2.844,Phone Activity,No,No,Yes,No,No,0
43,Professional,Mobile App,Medium,2,1914,2.925,Website Activity,No,No,Yes,Yes,No,1
58,Professional,Mobile App,Low,4,122,2.119,Website Activity,No,No,No,No,No,0
40,Professional,Mobile App,Medium,3,385,2.219,Phone Activity,No,No,No,No,No,0
46,Unemployed,Website,Medium,4,261,2.146,Website Activity,No,No,No,No,No,0
58,Professional,Mobile App,Medium,3,376,2.045,Phone Activity,No,No,No,No,No,0
51,Unemployed,Mobile App,High,13,1772,3.157,Phone Activity,No,No,No,Yes,No,1
20,Student,Mobile App,High,3,431,3.388,Email Activity,Yes,No,No,No,No,0
32,Unemployed,Mobile App,High,2,2034,0.12,Email Activity,No,No,No,No,No,0
60,Professional,Website,High,3,988,2.071,Email Activity,No,No,No,No,No,1
58,Professional,Mobile App,High,9,214,2.187,Email Activity,No,No,No,No,No,0
45,Unemployed,Website,High,2,2240,2.174,Website Activity,No,No,No,No,No,1
48,Professional,Website,Medium,9,1703,0.243,Email Activity,No,No,Yes,No,No,1
60,Unemployed,Mobile App,High,3,300,3.552,Phone Activity,No,No,No,No,No,0
56,Professional,Website,High,1,307,2.039,Email Activity,No,No,No,Yes,No,1
58,Unemployed,Website,Medium,1,630,0.281,Email Activity,No,No,No,No,No,0
32,Professional,Website,High,2,63,13.007,Phone Activity,No,No,No,No,No,1
41,Professional,Website,High,7,34,7.379,Phone Activity,Yes,Yes,No,Yes,No,1
57,Professional,Mobile App,Medium,4,1811,1.725,Email Activity,No,No,No,Yes,No,0
54,Unemployed,Website,Medium,3,1871,7.621,Email Activity,No,No,No,No,No,1
44,Professional,Website,Medium,1,295,5.636,Email Activity,No,No,No,No,No,0
18,Student,Website,Medium,2,72,4.478,Website Activity,Yes,No,No,No,No,0
29,Professional,Website,High,3,1,3.628,Email Activity,Yes,No,No,No,No,1
52,Professional,Mobile App,Medium,8,587,2.894,Email Activity,No,No,No,No,No,0
47,Unemployed,Website,High,3,724,2.934,Website Activity,No,No,No,No,No,1
37,Unemployed,Website,Medium,4,351,3.849,Email Activity,No,No,No,No,No,0
60,Professional,Mobile App,High,4,142,5.81,Phone Activity,No,No,Yes,Yes,No,0
44,Professional,Website,High,5,1797,3.594,Email Activity,No,No,No,No,No,1
22,Student,Website,High,2,18,2.247,Website Activity,No,No,No,No,No,0
59,Professional,Website,Medium,6,1929,4.953,Phone Activity,Yes,No,No,No,No,0
20,Student,Website,High,0,0,0.0,Phone Activity,No,No,No,No,No,0
56,Professional,Website,High,8,245,2.133,Email Activity,No,No,No,No,No,1
36,Unemployed,Website,High,7,890,4.789,Website Activity,No,Yes,No,No,No,1
24,Student,Website,Medium,2,71,3.311,Email Activity,No,No,No,No,No,0
58,Professional,Website,High,5,2367,2.64,Phone Activity,No,No,Yes,No,No,1
59,Professional,Website,High,2,583,3.797,Website Activity,No,No,No,No,No,1
34,Professional,Website,High,7,1221,0.148,Email Activity,No,No,No,No,No,1
50,Unemployed,Mobile App,Low,2,442,2.142,Email Activity,No,Yes,No,Yes,No,0
51,Professional,Website,High,1,352,0.21,Email Activity,No,No,No,No,No,1
62,Unemployed,Mobile App,High,5,354,0.256,Email Activity,No,No,No,No,No,0
50,Professional,Website,High,1,2312,5.119,Phone Activity,No,No,No,No,No,1
19,Student,Website,High,3,81,0.264,Phone Activity,No,No,No,No,No,0
43,Professional,Website,Medium,4,349,2.184,Email Activity,No,No,Yes,No,No,0
54,Unemployed,Website,Medium,0,0,0.0,Email Activity,No,No,No,No,No,0
52,Unemployed,Mobile App,Medium,1,2069,2.239,Website Activity,Yes,No,No,No,No,0
60,Unemployed,Mobile App,High,6,536,2.188,Email Activity,No,No,Yes,No,No,0
56,Professional,Mobile App,High,4,2085,4.254,Email Activity,No,No,No,No,No,0
56,Unemployed,Website,High,2,609,7.755,Email Activity,No,No,No,No,No,0
33,Professional,Mobile App,High,2,1568,3.366,Email Activity,No,Yes,No,No,No,0
23,Student,Website,High,9,40,3.712,Email Activity,No,No,No,No,No,0
47,Professional,Website,High,2,334,2.249,Website Activity,No,No,No,No,No,1
29,Professional,Mobile App,Medium,2,1712,2.134,Phone Activity,No,No,No,No,No,1
41,Unemployed,Website,Medium,5,1603,6.781,Website Activity,No,No,No,No,No,1
21,Student,Website,Medium,2,200,2.172,Website Activity,No,No,No,No,No,1
57,Professional,Mobile App,Medium,2,614,4.045,Email Activity,Yes,No,No,No,No,0
49,Professional,Mobile App,Low,3,114,2.005,Website Activity,Yes,No,No,No,No,0
57,Professional,Website,High,2,71,4.235,Phone Activity,No,Yes,No,No,No,0
19,Student,Mobile App,Medium,3,1459,8.046,Email Activity,Yes,No,No,No,No,0
57,Unemployed,Mobile App,High,2,83,2.167,Email Activity,Yes,No,No,No,No,0
45,Unemployed,Mobile App,Medium,7,1441,3.842,Email Activity,No,No,No,No,No,0
58,Unemployed,Mobile App,High,4,40,0.126,Email Activity,No,No,No,Yes,No,0
56,Professional,Mobile App,High,1,522,5.448,Email Activity,No,No,No,No,No,1
59,Unemployed,Website,High,1,616,3.386,Email Activity,No,No,No,No,No,1
56,Professional,Mobile App,Medium,2,253,2.726,Email Activity,No,No,No,No,No,0
21,Student,Website,Medium,2,1450,0.206,Website Activity,No,No,No,No,No,0
21,Student,Mobile App,High,3,407,2.211,Email Activity,No,No,Yes,No,No,0
58,Unemployed,Mobile App,Medium,2,256,2.217,Email Activity,No,No,No,No,No,0
53,Professional,Mobile App,High,3,1628,3.991,Email Activity,No,No,No,No,No,0
58,Professional,Mobile App,High,3,1802,2.195,Email Activity,No,No,No,No,No,0
20,Student,Mobile App,Medium,5,128,2.199,Website Activity,No,No,No,No,No,0
33,Unemployed,Website,Medium,1,438,3.053,Phone Activity,No,No,No,No,No,0
48,Professional,Mobile App,High,1,547,2.154,Email Activity,No,No,No,No,No,1
55,Professional,Website,Medium,1,72,1.692,Email Activity,No,No,No,Yes,No,0
56,Professional,Website,Medium,1,278,4.318,Website Activity,No,No,No,No,No,0
56,Unemployed,Website,High,1,66,2.092,Website Activity,No,No,No,No,No,0
57,Professional,Website,Medium,5,349,3.91,Website Activity,Yes,No,No,No,No,0
32,Unemployed,Mobile App,High,4,70,5.473,Email Activity,No,No,No,Yes,No,0
24,Student,Website,Medium,6,30,6.578,Phone Activity,No,No,No,No,No,0
56,Professional,Website,Medium,4,2266,2.026,Website Activity,No,No,No,No,No,1
20,Student,Mobile App,High,3,1997,3.059,Email Activity,No,Yes,No,No,No,0
49,Professional,Website,Medium,1,299,2.191,Phone Activity,No,No,No,No,No,0
60,Unemployed,Website,Medium,0,0,0.0,Phone Activity,No,No,No,No,Yes,0
58,Unemployed,Mobile App,High,2,66,2.046,Phone Activity,No,No,No,No,No,0
57,Professional,Mobile App,High,4,1052,2.104,Website Activity,Yes,No,No,No,No,1
32,Unemployed,Mobile App,High,7,646,7.465,Email Activity,No,No,No,Yes,No,0
19,Student,Mobile App,Medium,2,81,9.462,Email Activity,No,No,No,No,No,0
53,Professional,Website,High,3,74,2.215,Phone Activity,No,Yes,No,Yes,No,1
63,Unemployed,Website,Medium,4,94,1.855,Website Activity,No,No,No,Yes,No,0
45,Unemployed,Website,Medium,2,2294,3.877,Phone Activity,No,No,No,No,No,1
22,Student,Mobile App,Medium,2,2090,2.136,Email Activity,No,No,No,Yes,No,0
22,Student,Mobile App,Medium,1,9,1.837,Email Activity,Yes,No,No,No,No,0
60,Professional,Mobile App,Medium,1,895,2.061,Email Activity,No,No,Yes,No,No,0
58,Professional,Mobile App,High,3,316,3.387,Website Activity,No,No,Yes,No,No,0
56,Unemployed,Mobile App,High,1,68,5.517,Email Activity,No,No,No,No,No,0
48,Professional,Website,Medium,2,96,0.145,Phone Activity,No,Yes,No,No,No,0
19,Student,Mobile App,Medium,5,497,2.247,Email Activity,Yes,No,No,No,No,0
21,Student,Website,Medium,0,0,0.0,Email Activity,Yes,No,No,No,No,0
59,Unemployed,Mobile App,Medium,8,1868,2.098,Email Activity,No,No,No,Yes,No,0
56,Professional,Mobile App,Medium,9,514,2.141,Phone Activity,No,No,No,No,No,1
39,Unemployed,Website,Medium,5,73,3.641,Email Activity,No,No,No,No,No,0
47,Professional,Mobile App,Medium,5,339,2.058,Phone Activity,No,No,No,No,No,0
56,Professional,Website,Medium,3,161,2.107,Email Activity,Yes,No,No,Yes,No,0
41,Unemployed,Mobile App,Medium,2,1635,3.116,Phone Activity,No,No,No,Yes,No,0
60,Professional,Mobile App,High,2,1874,0.347,Email Activity,No,No,No,No,No,1
30,Professional,Mobile App,High,2,1817,2.133,Website Activity,No,No,No,No,Yes,1
59,Professional,Mobile App,Medium,2,86,2.036,Email Activity,No,No,No,No,No,0
58,Professional,Website,Medium,1,2097,5.108,Phone Activity,No,No,No,No,No,0
39,Unemployed,Website,Medium,1,2092,9.5,Website Activity,No,No,Yes,Yes,No,1
20,Student,Mobile App,Medium,6,391,0.225,Email Activity,No,No,No,No,No,0
43,Professional,Website,High,7,87,3.425,Website Activity,Yes,No,No,No,No,0
60,Unemployed,Website,High,0,0,0.0,Email Activity,No,No,No,No,No,0
51,Unemployed,Website,Medium,2,1509,4.365,Email Activity,No,No,No,No,No,0
55,Professional,Mobile App,High,2,2404,3.239,Email Activity,No,No,Yes,No,No,0
63,Unemployed,Website,Medium,1,1762,3.337,Website Activity,No,No,No,No,No,0
29,Professional,Mobile App,High,4,96,2.204,Email Activity,No,No,No,No,No,0
43,Professional,Mobile App,Medium,2,1846,3.031,Phone Activity,No,No,No,No,No,1
34,Professional,Website,Medium,1,1576,7.908,Email Activity,No,No,No,No,No,1
46,Unemployed,Website,Medium,2,1597,0.148,Email Activity,No,Yes,Yes,No,No,1
59,Unemployed,Website,High,5,2422,5.625,Website Activity,No,No,No,No,No,1
36,Unemployed,Website,High,2,2221,2.062,Website Activity,No,No,No,Yes,No,1
57,Professional,Website,High,1,26,2.192,Email Activity,Yes,Yes,Yes,No,No,1
57,Professional,Website,High,12,118,2.265,Email Activity,Yes,No,No,No,No,1
58,Professional,Website,High,6,51,2.027,Phone Activity,No,No,No,No,No,1
59,Unemployed,Mobile App,High,1,1718,1.883,Phone Activity,No,No,No,No,No,0
57,Professional,Website,High,5,653,2.259,Website Activity,No,No,No,No,No,1
30,Professional,Website,High,3,75,6.155,Website Activity,No,No,No,No,No,1
50,Unemployed,Mobile App,High,1,4,2.212,Email Activity,No,No,No,No,No,0
60,Professional,Mobile App,Medium,3,351,2.252,Phone Activity,No,No,Yes,No,No,0
34,Unemployed,Mobile App,High,3,2335,2.23,Website Activity,No,No,No,No,No,1
53,Unemployed,Website,High,3,1835,3.161,Email Activity,No,No,No,No,No,0
32,Professional,Website,Medium,8,490,2.211,Email Activity,No,No,No,Yes,No,1
22,Student,Website,High,2,40,3.661,Email Activity,Yes,No,No,No,No,0
58,Professional,Mobile App,Medium,3,2116,2.058,Email Activity,No,No,No,No,No,0
55,Professional,Mobile App,High,1,464,5.476,Phone Activity,Yes,No,No,Yes,No,0
58,Professional,Website,Medium,3,2283,3.793,Email Activity,No,No,No,No,No,1
48,Unemployed,Mobile App,Medium,1,686,2.185,Phone Activity,No,No,No,No,No,0
55,Professional,Website,Medium,5,268,0.147,Phone Activity,No,No,No,Yes,No,0
57,Professional,Website,Medium,2,2210,4.282,Email Activity,No,No,Yes,Yes,No,1
23,Student,Website,High,1,4,3.685,Website Activity,No,No,No,No,No,0
37,Professional,Mobile App,Medium,3,152,8.414,Email Activity,No,No,No,No,No,0
34,Professional,Website,Low,9,283,1.985,Website Activity,No,No,No,No,No,0
34,Professional,Mobile App,High,5,9,0.144,Website Activity,No,No,No,No,No,0
20,Student,Mobile App,High,2,420,3.457,Email Activity,No,No,No,No,No,1
44,Professional,Mobile App,High,3,2377,2.107,Email Activity,No,No,No,No,No,0
60,Professional,Website,Medium,6,92,1.977,Email Activity,Yes,No,Yes,No,No,0
56,Professional,Website,High,1,395,2.21,Email Activity,No,No,No,Yes,No,1
59,Unemployed,Website,Medium,2,631,2.01,Email Activity,Yes,No,No,No,No,1
36,Professional,Mobile App,Medium,3,38,3.174,Website Activity,No,No,No,Yes,No,0
59,Professional,Website,High,1,448,5.44,Email Activity,Yes,No,No,Yes,No,1
22,Student,Website,High,0,0,0.0,Phone Activity,No,No,Yes,No,No,0
23,Student,Mobile App,High,3,395,3.268,Phone Activity,Yes,No,No,No,No,0
40,Unemployed,Website,Medium,6,1771,2.214,Website Activity,No,No,Yes,No,No,0
24,Student,Website,High,2,1225,3.241,Website Activity,No,No,No,No,No,1
58,Unemployed,Website,Medium,3,380,3.781,Email Activity,No,No,No,No,No,0
58,Unemployed,Mobile App,Medium,6,442,2.168,Email Activity,No,No,No,No,No,0
57,Unemployed,Website,High,6,46,4.453,Phone Activity,No,No,No,No,No,0
57,Professional,Mobile App,Medium,4,471,5.627,Phone Activity,No,Yes,No,No,No,0
57,Professional,Website,High,3,753,3.524,Email Activity,No,No,No,Yes,No,1
56,Professional,Mobile App,High,4,217,2.29,Phone Activity,Yes,No,No,Yes,No,0
59,Professional,Mobile App,High,2,462,3.552,Email Activity,No,No,No,Yes,No,0
57,Professional,Mobile App,Medium,1,58,2.286,Phone Activity,No,No,Yes,No,No,0
59,Professional,Website,Medium,2,299,3.661,Website Activity,No,No,Yes,Yes,No,0
19,Student,Mobile App,Medium,7,60,0.224,Phone Activity,Yes,Yes,No,No,No,0
39,Unemployed,Website,High,2,571,3.976,Email Activity,No,No,No,No,No,1
52,Unemployed,Website,High,3,1667,3.674,Website Activity,No,No,No,No,No,1
60,Unemployed,Mobile App,High,5,1651,2.16,Website Activity,No,Yes,No,No,No,0
51,Professional,Mobile App,High,2,2070,5.5,Phone Activity,No,No,No,No,No,0
46,Unemployed,Website,High,2,241,2.156,Phone Activity,No,No,No,Yes,No,0
56,Professional,Mobile App,High,4,274,0.131,Phone Activity,No,No,No,No,No,0
59,Professional,Website,Medium,0,0,0.0,Email Activity,No,No,No,Yes,No,0
59,Professional,Website,Medium,4,2239,1.102,Website Activity,No,No,No,Yes,Yes,1
46,Professional,Website,Medium,5,274,0.283,Phone Activity,No,No,No,No,No,0
20,Student,Website,High,3,386,8.061,Email Activity,No,No,No,No,No,1
59,Unemployed,Website,Medium,2,1578,3.555,Website Activity,No,Yes,No,No,No,1
21,Student,Mobile App,High,6,1996,3.347,Email Activity,Yes,No,No,Yes,No,0
56,Professional,Website,Medium,8,180,8.007,Email Activity,Yes,No,Yes,No,No,0
47,Professional,Mobile App,Medium,2,37,0.231,Email Activity,No,No,No,No,No,0
62,Unemployed,Mobile App,Medium,1,49,4.319,Email Activity,No,No,No,No,No,0
58,Professional,Mobile App,Medium,1,2086,3.053,Email Activity,No,No,No,No,No,0
34,Unemployed,Website,High,3,1078,3.055,Email Activity,No,No,No,No,No,1
58,Unemployed,Website,High,7,140,3.388,Phone Activity,No,No,No,Yes,No,1
58,Professional,Mobile App,High,6,62,3.218,Email Activity,No,No,No,No,No,0
54,Professional,Website,High,2,2272,2.158,Email Activity,No,No,No,No,No,1
27,Professional,Mobile App,High,5,11,4.437,Email Activity,No,No,Yes,No,No,0
40,Professional,Website,High,2,394,3.335,Email Activity,No,No,No,No,No,1
46,Professional,Mobile App,High,12,85,3.688,Phone Activity,No,No,No,No,No,0
31,Professional,Website,Medium,5,296,5.8,Email Activity,Yes,No,No,No,No,0
56,Professional,Website,High,2,16,3.706,Email Activity,No,No,No,No,No,1
60,Professional,Website,High,6,745,1.986,Email Activity,No,No,No,Yes,No,1
37,Unemployed,Mobile App,Medium,2,84,3.817,Email Activity,No,No,No,No,No,0
21,Student,Website,Medium,2,269,2.181,Email Activity,No,No,No,No,No,0
60,Professional,Mobile App,Medium,2,76,2.841,Email Activity,No,No,Yes,No,No,0
45,Unemployed,Mobile App,Medium,2,65,2.327,Website Activity,No,No,No,No,No,0
44,Professional,Mobile App,Medium,2,1189,2.186,Phone Activity,No,No,No,No,No,0
47,Professional,Website,Medium,1,409,3.504,Email Activity,Yes,No,No,No,No,0
22,Student,Mobile App,Medium,1,1035,3.847,Email Activity,No,No,Yes,No,No,0
59,Professional,Website,Low,4,253,0.141,Phone Activity,No,No,No,No,No,0
47,Unemployed,Mobile App,Medium,2,88,3.106,Website Activity,No,No,No,No,No,0
58,Unemployed,Mobile App,Medium,2,323,1.939,Email Activity,No,No,Yes,Yes,No,0
55,Professional,Mobile App,Medium,3,2057,2.201,Phone Activity,No,No,No,No,No,0
60,Professional,Mobile App,High,7,577,2.141,Website Activity,No,No,No,No,No,1
60,Professional,Website,Medium,1,2086,0.221,Email Activity,No,No,No,No,No,1
24,Student,Mobile App,Medium,6,99,2.138,Email Activity,No,No,No,Yes,No,0
56,Professional,Mobile App,Medium,2,655,3.438,Email Activity,No,No,No,No,No,1
57,Unemployed,Website,High,2,610,5.388,Phone Activity,No,Yes,No,No,No,1
47,Professional,Website,Medium,1,182,0.103,Phone Activity,No,No,No,Yes,No,0
42,Professional,Mobile App,Medium,1,1913,3.653,Phone Activity,No,No,No,No,No,0
46,Professional,Website,High,5,222,3.15,Email Activity,No,No,No,No,No,1
19,Student,Website,High,2,531,3.782,Email Activity,No,No,No,No,No,1
56,Professional,Website,Medium,4,588,2.129,Email Activity,No,Yes,No,No,No,1
63,Unemployed,Mobile App,Medium,4,101,2.952,Email Activity,No,No,Yes,No,No,0
42,Unemployed,Mobile App,High,4,649,5.419,Email Activity,No,No,No,No,No,0
55,Unemployed,Mobile App,High,2,1350,1.824,Email Activity,No,No,No,No,No,1
24,Student,Mobile App,Medium,9,2173,2.01,Email Activity,No,No,Yes,No,No,0
58,Professional,Website,High,2,354,3.486,Website Activity,No,No,No,No,Yes,1
24,Student,Mobile App,High,1,1890,3.294,Email Activity,No,No,No,No,No,0
22,Student,Website,High,2,2136,2.016,Website Activity,No,No,No,No,No,1
22,Student,Mobile App,High,2,256,8.113,Email Activity,No,No,No,No,No,0
60,Unemployed,Website,High,4,333,3.564,Email Activity,Yes,No,No,No,No,0
56,Professional,Website,Medium,4,2129,2.847,Phone Activity,No,No,No,No,No,0
31,Professional,Website,High,4,900,0.075,Website Activity,No,No,No,Yes,No,1
57,Professional,Website,High,1,36,3.617,Email Activity,No,No,No,No,No,1
55,Professional,Website,High,2,331,3.267,Phone Activity,No,No,No,No,No,1
62,Unemployed,Website,Medium,3,2353,3.187,Phone Activity,No,No,No,No,No,0
44,Unemployed,Website,Medium,2,666,2.705,Phone Activity,No,No,No,No,No,1
57,Professional,Website,Medium,4,32,2.207,Website Activity,Yes,No,No,No,Yes,0
29,Professional,Website,High,1,284,5.269,Email Activity,No,No,No,No,No,1
32,Unemployed,Mobile App,High,1,284,2.094,Website Activity,No,No,Yes,No,No,0
37,Professional,Mobile App,Medium,3,943,5.219,Email Activity,No,No,No,No,No,0
44,Unemployed,Mobile App,Medium,1,296,1.985,Email Activity,Yes,No,No,No,Yes,0
43,Unemployed,Website,High,2,1932,2.127,Email Activity,No,No,No,No,No,1
44,Professional,Mobile App,Medium,2,394,5.565,Phone Activity,No,No,No,No,No,0
42,Professional,Website,High,0,0,0.0,Email Activity,No,No,No,No,No,1
58,Unemployed,Website,Low,0,0,0.0,Phone Activity,No,No,No,No,No,0
62,Unemployed,Mobile App,High,7,64,0.059,Email Activity,No,No,No,No,No,0
53,Professional,Website,High,3,388,2.946,Phone Activity,No,No,No,No,No,1
59,Professional,Website,High,5,304,3.009,Website Activity,No,No,No,No,No,1
63,Unemployed,Mobile App,High,5,718,3.399,Phone Activity,No,No,No,No,No,0
51,Professional,Website,High,2,1366,3.674,Website Activity,No,No,No,No,No,1
30,Professional,Website,High,6,276,2.039,Phone Activity,No,No,No,No,No,1
40,Professional,Website,High,3,1386,3.415,Phone Activity,No,No,No,Yes,No,1
57,Professional,Website,Medium,4,1801,3.644,Email Activity,No,No,No,No,No,1
61,Unemployed,Website,High,4,1730,1.94,Phone Activity,Yes,No,No,No,Yes,1
36,Unemployed,Website,Medium,2,156,2.283,Email Activity,No,No,No,Yes,No,0
50,Professional,Mobile App,Medium,3,97,2.857,Phone Activity,No,No,No,No,No,0
56,Professional,Mobile App,Medium,4,318,3.664,Email Activity,No,No,No,No,No,0
44,Professional,Website,Medium,1,401,2.1,Website Activity,Yes,No,No,No,No,1
58,Professional,Mobile App,High,3,1798,4.416,Email Activity,No,No,No,No,No,0
50,Professional,Website,High,2,76,3.045,Website Activity,No,No,No,No,No,1
50,Professional,Website,Medium,2,1588,1.761,Email Activity,No,No,No,No,No,1
61,Unemployed,Mobile App,Medium,5,421,3.78,Phone Activity,No,No,Yes,No,No,0
56,Professional,Website,Medium,3,708,2.697,Phone Activity,No,No,Yes,No,No,0
56,Professional,Mobile App,High,5,93,5.845,Website Activity,No,No,No,No,No,0
51,Professional,Website,High,9,66,2.118,Phone Activity,No,Yes,No,No,No,0
30,Professional,Website,High,2,292,7.379,Website Activity,No,No,No,No,No,0
55,Unemployed,Mobile App,High,3,2364,2.027,Email Activity,Yes,No,No,Yes,No,0
24,Student,Website,High,7,340,2.136,Website Activity,No,No,No,No,No,0
43,Professional,Mobile App,High,4,2170,3.572,Phone Activity,No,No,No,No,No,0
57,Unemployed,Mobile App,Medium,4,105,3.193,Email Activity,No,No,Yes,No,No,0
55,Unemployed,Website,Medium,3,191,2.137,Phone Activity,No,No,Yes,No,No,0
35,Professional,Website,High,2,1149,1.828,Phone Activity,No,No,No,No,No,1
56,Professional,Website,High,7,1621,2.095,Website Activity,Yes,No,No,No,No,1
32,Unemployed,Website,High,6,1,2.276,Website Activity,No,No,No,No,No,1
48,Unemployed,Website,Medium,7,350,2.127,Email Activity,No,No,No,Yes,No,0
59,Professional,Website,Medium,5,589,5.663,Website Activity,No,No,No,No,No,1
57,Professional,Mobile App,Medium,1,1,3.835,Email Activity,No,No,No,Yes,No,0
38,Unemployed,Website,Medium,2,861,2.214,Email Activity,No,No,No,Yes,No,0
48,Professional,Mobile App,Medium,9,36,2.657,Email Activity,No,No,No,No,No,0
59,Professional,Website,High,4,39,3.198,Phone Activity,No,No,No,No,No,1
43,Professional,Website,High,2,1856,2.167,Email Activity,No,No,No,No,No,1
55,Unemployed,Mobile App,High,1,658,2.059,Phone Activity,No,No,No,No,No,1
50,Professional,Mobile App,Medium,2,430,6.19,Email Activity,No,No,No,No,No,0
40,Professional,Mobile App,High,7,481,2.122,Email Activity,No,No,Yes,No,No,1
58,Professional,Website,High,2,49,1.991,Phone Activity,No,No,No,No,No,0
39,Professional,Website,Medium,2,329,3.642,Website Activity,No,No,No,No,No,0
59,Professional,Website,Medium,3,1514,0.164,Website Activity,No,No,No,No,No,1
53,Unemployed,Website,Medium,0,0,0.0,Email Activity,No,No,No,No,No,0
59,Professional,Mobile App,High,1,1577,3.217,Phone Activity,No,No,Yes,No,No,1
53,Unemployed,Website,High,1,301,3.26,Phone Activity,No,No,No,No,No,1
32,Unemployed,Website,Medium,4,303,2.228,Email Activity,No,No,No,No,No,0
36,Professional,Website,Medium,6,1944,2.233,Email Activity,No,No,No,No,No,1
26,Professional,Website,High,2,238,3.924,Website Activity,No,No,No,No,No,0
62,Unemployed,Mobile App,High,0,0,0.0,Email Activity,No,No,No,No,No,0
52,Unemployed,Website,Medium,8,510,2.122,Website Activity,No,No,No,No,No,1
57,Professional,Website,High,2,499,3.505,Email Activity,No,No,No,No,No,1
42,Professional,Website,Medium,0,0,0.0,Email Activity,No,No,No,No,No,0
53,Unemployed,Website,High,1,1964,5.232,Email Activity,No,No,No,No,No,1
52,Professional,Mobile App,Medium,2,1828,3.214,Email Activity,No,Yes,No,No,No,0
37,Professional,Mobile App,High,1,301,2.23,Website Activity,No,No,Yes,No,No,0
38,Professional,Mobile App,High,1,381,5.189,Website Activity,No,No,No,No,No,0
34,Unemployed,Website,Medium,7,1612,3.858,Website Activity,No,No,No,No,No,1
57,Professional,Website,High,4,298,2.08,Website Activity,No,No,No,No,No,1
35,Professional,Mobile App,High,0,0,0.0,Email Activity,No,No,No,No,No,0
43,Professional,Website,High,7,1117,0.253,Phone Activity,No,No,No,No,No,1
47,Unemployed,Website,High,20,243,2.011,Email Activity,No,No,No,No,No,0
36,Unemployed,Website,Medium,2,175,3.691,Phone Activity,No,No,No,Yes,No,0
51,Unemployed,Website,High,3,327,1.293,Phone Activity,No,No,Yes,No,No,0
61,Unemployed,Website,Medium,1,136,1.6,Email Activity,No,No,No,No,No,0
46,Professional,Mobile App,High,5,1462,3.957,Website Activity,No,No,No,Yes,No,1
41,Unemployed,Website,High,2,2109,2.238,Email Activity,No,No,No,No,No,1
38,Professional,Website,Medium,2,356,4.145,Website Activity,No,No,No,No,No,0
41,Professional,Website,High,5,202,0.328,Website Activity,No,No,No,No,No,0
